ts_code,exchange,chairman,manager,secretary,reg_capital,setup_date,province,city,website,email,employees
688586.SH,SSE,宋祖铭,邓长权,王永骞,40374.4467,20071228,安徽,合肥市,www.jianghang.com/index.html,hkgy@jianghang.com,1181
603060.SH,SSE,马振珠,朱连滨,宋开森,43120,19841018,北京,北京市,www.ctc.ac.cn,ctcir@ctc.ac.cn,2277
603868.SH,SSE,李丐腾,李丐腾,金文彩,43560,20060610,上海,上海市,www.flyco.com,flyco@flyco.com,3180
603556.SH,SSE,周良璋,张仕权,金依,48868.404,20010706,浙江,杭州市,www.hxgroup.cn,office@hxgroup.co,3374
603967.SH,SSE,李松青,葛言华,楚旭日,26666.67,20061114,山东,青岛市,www.cmlog.com,zhengquan@cmlog.com,1401
600989.SH,SSE,刘元管,刘元管,黄爱军,733336,20051102,宁夏,银川市,www.baofengenergy.com,bfny@baofengenergy.com,12626
603739.SH,SSE,黄炳亮,陈刚,姜勇,15466.7,20050223,山东,青岛市,www.vlandgroup.com,vland@vlandgroup.com,1363
688788.SH,SSE,刘建德,刘建德,庄丽华,7553.4232,20040227,广东,深圳市,www.consys.com.cn,securities@consys.com.cn,487
688369.SH,SSE,徐石,徐石,陶维浩,7698.9583,20020402,北京,北京市,www.seeyon.com,ir@seeyon.com,1645
603108.SH,SSE,赵伟东,刘辉,陆晓艳,57953.4079,19990106,上海,上海市,www.rundamedical.com,board@rundamedical.com,2490
605018.SH,SSE,王长土,王庆,车斌,41668,19931111,浙江,宁波市,www.zjchanghua.com,cb@zjchanghua.com,2219
603385.SH,SSE,王惠文,王彦庆,张春玉,36939.6444,19971211,河北,唐山市,www.huidagroup.com,info@huidagroups.com;fangqian@huidagroups.com,8356
688500.SH,SSE,赵龙,赵龙,徐景武,7427.451,20081114,北京,北京市,www.hcr.com.cn,dmb.hcr@hcr.com.cn,459
603300.SH,SSE,胡丹锋,胡丹锋,张守鑫,90270.6505,20081121,浙江,杭州市,www.zjhuatie.cn,603300@zjhuatie.cn;zsx@zjhuatie.cn;zxm@zjhuatie.cn,1135
601226.SH,SSE,文端超,郭树旺,赵江,115500,20081226,北京,北京市,www.hhi.com.cn,hhi@hhi.com.cn,2454
601138.SH,SSE,李军旗,郑弘孟,郭俊宏,1987023.853,20150306,广东,深圳市,www.fii-foxconn.com,ir@fii-foxconn.com;zqswb@fii-foxconn.com,209671
601016.SH,SSE,刘斌,刘斌,罗杰,498667.2,20060106,北京,北京市,www.cecwpc.cn,cecwpc@cecwpc.cn,882
603365.SH,SSE,李裕陆,李裕陆,王娟,26667,20001207,上海,上海市,www.shuixing.com,sxjf@shuixing.com,3484
603933.SH,SSE,杨维坚,杨维坚,蓝李春,20123.32,20070912,福建,福州市,www.raynen.cn,investor@raynen.cn,708
605166.SH,SSE,傅昌宝,毛新华,姚双燕,31554.7,20131101,浙江,杭州市,www.jhspa6.com,jhsdm@jhspa6.com,222
603789.SH,SSE,章沈强,钱菊平,王黎明,26000,20040225,浙江,湖州市,www.xg1688.com,xgnj@xg1688.com,710
601865.SH,SSE,阮洪良,阮洪良,阮泽云,195460,19980624,浙江,嘉兴市,www.flatgroup.com.cn,flat@flatgroup.com.cn,3154
603196.SH,SSE,王卫东,王卫东,张云菊,24000,20020425,上海,上海市,www.ribo-group.com,zhengzheng@ribo.com.cn,1416
603616.SH,SSE,田玉波,田玉波,孙雪,29336,20040707,北京,北京市,www.bjhs.cn,hjhszqb@bjhs.cn,944
688300.SH,SSE,李晓冬,李晓冬,柏林,8597.34,20020428,江苏,连云港市,www.novoray.com,novoinfo@novoray.com,340
603028.SH,SSE,沈生泉,林柱英,林柱英,22080,20050623,江苏,无锡市,www.wxrope.com,public@jsrope.com,715
603229.SH,SSE,郑志国,郑志国,李震宇,22400,20100422,浙江,台州市,www.ausunpharm.com,board@ausunpharm.com,587
603776.SH,SSE,孙继胜,孙继胜,董萍,18758,20100824,江苏,常州市,www.ibike668.com,Eversafe@ibike668.com,5623
603416.SH,SSE,李新,李新,陈世恒,14056,20080422,江苏,无锡市,www.xinje.com,zqb@xinje.com,1023
688418.SH,SSE,吴闽华,吴闽华,周春华,19361,20050404,广东,深圳市,www.genew.com,ir@genew.com,520
603309.SH,SSE,韩广源,韩广源,张增勇,26000,20040430,广东,广州市,www.welllead.com.cn,visitor@welllead.com.cn,2410
601595.SH,SSE,王健儿,陈果,戴运,44820,19941007,上海,上海市,www.sh-sfc.com,ir@sh-sfc.com;daiyun@sh-sfc.com;huayifan@sh-sfc.com,1313
603936.SH,SSE,徐缓,徐缓,黄晓丹,44105.3596,20050325,广东,梅州市,www.bominelec.com,BM@bominelec.com;xd_huang@bominelec.com;wt_zhou@bominelec.com,3765
603103.SH,SSE,徐天福,张义兵,潘锋,63420,20080904,浙江,金华市,www.hengdianfilm.com,hdys@hengdian.com;feng.pan@hengdian.com;cgang212@126.com,6540
603335.SH,SSE,赵瑞贞,赵瑞贞,赵瑞贞,42814.46,20011026,广东,江门市,www.dcenti.cn,dcenti@vip.163.com,653
603816.SH,SSE,顾江生,李东来,陈邦灯,63241.1845,20061031,浙江,杭州市,www.kukahome.com,securities@kukahome.com,14558
603030.SH,SSE,朱斌,陈文,蔡冠华,53811.6633,19981014,上海,上海市,www.trendzone.com.cn,ir@trendzone.com.cn,2048
603996.SH,SSE,周庭坚,张鳌,周庭坚,30015,20070523,浙江,台州市,www.cncoptronics.cn,stock@cncoptronics.cn,811
603988.SH,SSE,王建裕,王建裕,刘锴,23520,20030408,江苏,无锡市,www.sec-motor.com,business@sec-motor.com;liuk@sec-motor.com,614
603338.SH,SSE,许树根,许树根,梁金,48548.5571,20050516,浙江,湖州市,www.cndingli.com,dingli@cndingli.com,1128
603970.SH,SSE,苏毅,苏毅,黄柏集,19200.0096,20090408,北京,北京市,www.sino-agri-sal.com,sal@sino-agri-sal.com,848
603260.SH,SSE,罗立国,罗立国,龚吉平,93800,20050823,浙江,嘉兴市,www.hoshinesilicon.com,hsir@hoshinesilicon.com,7167
601019.SH,SSE,张志华,郭海涛,薛严丽,208690,20111228,山东,济南市,www.sdcbcm.com,zqflb@sdcbcm.com,10184
603187.SH,SSE,邵伟,邵伟,赵定勇,15848,20060808,山东,青岛市,www.chinahiron.com,dm@chinahiron.com,1297
603315.SH,SSE,石鹏,石鹏,秦帅,30702.6264,20040714,辽宁,鞍山市,www.lnfa.com.cn,fazg@lnfam.com;qinshuai9335@163.com;394703229@qq.com;fazg@lnfa.cn,749
603208.SH,SSE,吴水根,王忠,郑宏有,10506.0879,20060731,浙江,衢州市,www.oupaigroup.com,securities@oupaigroup.com,3532
603713.SH,SSE,陈银河,陈银河,缪蕾敏,15473.6984,19970328,上海,上海市,www.mwclg.com,ir@mwclg.com;rachelmiao@mwclg.com;raoyy@mwclg.com,2336
688567.SH,SSE,王瑀,王瑀,唐秋英,107066.9685,20091218,江西,赣州市,www.farasisenergy.com.cn,farasisIR@farasisenergy.com.cn,3204
603389.SH,SSE,高伟,高伟,张大春,26275.2,20000815,江苏,南通市,www.az.com.cn,business@az.com.cn;jixiongfei@az.com.cn,1403
688313.SH,SSE,葛海泉,葛海泉,钟飞,45880.23,20101026,河南,鹤壁市,www.sjphotons.com,ir@sjphotons.com,1176
603707.SH,SSE,唐咏群,唐咏群,黄锡伟,93415.6142,20001016,江苏,南京市,www.nkf-pharma.com,nkf-pharma@nkf-pharma.com.cn;nkf@nkf-pharma.com.cn,919
603393.SH,SSE,张蜀,张蜀,刘东,31360,20020613,新疆,乌鲁木齐市,www.xjxtrq.com,xintairq@163.com,853
603067.SH,SSE,蔡再华,柯愈胜,陈前炎,43120,20030619,湖北,黄石市,www.hszhenhua.com\www.hbzhenhua.com,603067@hszhenhua.com;zsj@hszhenhua.com,1259
688088.SH,SSE,邓晖,邓晖,蒿惠美,40600,20030225,浙江,杭州市,www.arcsoft.com.cn,invest@arcsoft.com,670
603697.SH,SSE,鹿有忠,鹿有忠,周泽宁,30454.5,20070525,重庆,重庆市,www.youyoufood.com,yysecurity@youyoufood.com,1488
603317.SH,SSE,邓文,邓文,何昌军,60098.475,20070302,四川,成都市,www.teway.cn,dsh@teway.cn,1868
603165.SH,SSE,冯荣华,冯荣华,胡荣霞,25040.6003,19981109,浙江,嘉兴市,www.rszy.com,rszyzhengquan@163.com;rongshenghuanbao@163.com,1012
603800.SH,SSE,舒志高,邹利明,王骋,20800,20011029,江苏,苏州市,www.douson.cn,dsdm@douson.cn;wang_cheng@douson.cn;Xu_jing@douson.cn,1046
603227.SH,SSE,康健,康健,周小力,65870,19840627,新疆,乌鲁木齐市,www.xjxfkj.com,ir@xjxfkj.com;xfkjzcl@163.com;xfmbzxl@sina.com;xfkjjt@163.com;xfkjnyb@sina.com,2668
601326.SH,SSE,曹子玉,杨文胜,马喜平,558741.2,20080331,河北,秦皇岛市,www.portqhd.com,qggf@portqhd.com,11304
688029.SH,SSE,隆晓辉,冷德嵘,龚星亮,13334,20000510,江苏,南京市,www.micro-tech.com.cn,nwyx@micro-tech.com.cn,1892
603615.SH,SSE,陈葵生,陈葵生,翁林彦,24455,19970303,福建,福州市,www.chahuajj.com,603615@chahuajj.com,1441
688005.SH,SSE,白厚善,刘相烈,张媛,44328.57,20140918,浙江,宁波市,www.ronbaymat.com,ir@ronbaymat.com,2015
688181.SH,SSE,赵雷,赵雷,薛秀媛,9647.3014,20040709,北京,北京市,www.bayi.com.cn,byzq@bayi.com.cn,326
601798.SH,SSE,解庆,吕志辉,符蓉,35452.8198,20010430,甘肃,兰州市,www.lanpec.com,lanpec@lanpec.com,1298
603369.SH,SSE,周素明,周素明,王卫东,125450,19971223,江苏,淮安市,www.jinshiyuan.com.cn,zqtzb01@jinshiyuan.com.cn;jsydmb@163.com;xiadb@jinshiyuan.com.cn,3615
605088.SH,SSE,周家儒,周家儒,刘海强,16000,19990413,浙江,温州市,www.gsp.cn,ir@gsp.cn,2150
601601.SH,SSE,孔庆伟,傅帆,马欣,962034.1455,19910513,上海,上海市,www.cpic.com.cn,ir@cpic.com.cn,111247
688366.SH,SSE,侯永泰,吴剑英,田敏,17720.66,20070124,上海,上海市,www.3healthcare.com,info@3healthcare.com,1338
600023.SH,SSE,孙玮恒,虞国平,曹路,1360068.999,19920314,浙江,杭州市,www.zzepc.com.cn,zzep@zjenergy.com.cn,10465
601298.SH,SSE,贾福宁,王新泽,刘永霞,649110,20131115,山东,青岛市,www.qingdao-port.com,qggj@qdport.com;shm@qdport.com;liuyx.cwb@qdport.com,8738
688521.SH,SSE,戴伟民,戴伟民,施文茜,48551.8649,20010821,上海,上海市,www.verisilicon.com,IR@verisilicon.com,936
603131.SH,SSE,舒宏瑞,舒振宇,刘睿,31797.4252,19951206,上海,上海市,www.hugong.com,hggf@hugong.com,1233
601611.SH,SSE,李晓明,徐晓明,高金柱,265046.4401,20101221,上海,上海市,www.cnecc.com,dong_sh@cnecc.com;zhangyunpu@cnecc.com;gaojinzhu@cnecc.com,33617
603297.SH,SSE,曹其东,毛磊,李舟容,11053,19970221,浙江,宁波市,www.yxopt.com,zqb@yxopt.com,1258
603908.SH,SSE,陆暾华,陆暾华,王潘祺,6669,20061031,浙江,衢州市,www.mobigarden.com.cn,ir@mobigarden.com.cn,2669
603977.SH,SSE,董家辉,熊旭晴,何骥,55158.1577,20061208,江西,南昌市,www.jxgtjtgw.com,gtirm@jxgtjtgw.com,2617
600933.SH,SSE,张建成,张建成,付龙柱,85878.37,20031208,浙江,宁波市,www.ikd-china.com,ikd@ikd-china.com,4471
603185.SH,SSE,杨建良,杨建良,庄柯杰,23250.9,20020928,江苏,无锡市,www.wuxisj.com,wxsjzqb@163.com,1599
603322.SH,SSE,梁建华,万军,邹文,15652,19980828,广东,广州市,www.sts.cn,Stssec@126.com,2321
603788.SH,SSE,钱高法,钱国年,彭丽娜,22306.5068,19990120,浙江,宁波市,www.gaofacable.com,ir@gaofacable.com,1401
603345.SH,SSE,刘鸣鸣,张清苗,梁晨,23667.4649,20011224,福建,厦门市,www.anjoyfood.com,zhengquanbu@anjoyfood.com;linyang@anjoyfood.com,10936
603798.SH,SSE,朱振华,朱磊,王黎明,20000,20031219,山东,青岛市,www.copton.com.cn,zhengquan@copton.com.cn,341
688360.SH,SSE,卓序,卓序,郭爱华,8567.6599,20010429,浙江,湖州市,www.damon-group.com,ir@damon-group.com,902
603818.SH,SSE,赵瑞海,赵瑞海,孙潇阳,58299.9546,19930410,北京,北京市,www.qumei.com,ir@qumei.com.cn,3558
603698.SH,SSE,唐国宏,姜从斌,徐京辉,53599,20070622,北京,北京市,www.china-ceco.com,htgc_bgs@china-ceco.com,616
603650.SH,SSE,Zhang Ning,周建辉,李敏,58598.75,20080604,上海,上海市,www.rachem.com,securities@rachem.com,702
603505.SH,SSE,王锦华,赵建平,戴水君,24000,20010515,浙江,杭州市,www.chinesekings.com,webmaster@chinesekings.com;zhangjh@chinesekings.com;daisj@chinesekings.com,780
603657.SH,SSE,陈正明,陈凯,王胜永,13440,20000711,浙江,金华市,www.chinacgh.com,cgzqb@chinacgh.com,1326
688256.SH,SSE,陈天石,陈天石,叶淏尹,40010,20160315,北京,北京市,www.cambricon.com,IR@cambricon.com,858
601155.SH,SSE,王晓松,王晓松,陈鹏,225672.4186,19960630,江苏,常州市,www.seazen.com.cn,xckg@xincheng.com,28058
601206.SH,SSE,余剑伟,余剑伟,李恒,20700,19981021,浙江,宁波市,www.nb-health.com,hbm@nb-health.com,828
603031.SH,SSE,夏柱兵,余斌,王成,11200,19990507,安徽,合肥市,www.sinoadl.com,Adl7322445@163.com;adlyzf@163.com;445490166@qq.com;121981559@qq.com,3327
688168.SH,SSE,钟竹,苏长君,夏振富,5118,20070525,北京,北京市,www.abtnetworks.com,xiazf@abtnetworks.com,192
603519.SH,SSE,蒋达伟,蒋达伟,顾春兰,22193.9866,19940119,江苏,无锡市,www.jsliba.com,jslb@jsliba.com,306
601606.SH,SSE,王本河,何勇,张兆忠,72422.84,20001116,安徽,合肥市,www.ahccjg.com.cn,ahccjg@ahccjg.com.cn,3969
601100.SH,SSE,汪立平,邱永宁,张小芳,130536,20050602,江苏,常州市,www.henglihydraulic.com,hlzqb@henglihydraulic.com;hlzqb@hengli.net,4557
688085.SH,SSE,徐农,徐农,范湘龙,20533.35,20050419,上海,上海市,www.sanyou-medical.com,ir@sanyou-medical.com,263
603053.SH,SSE,罗龙,车德臣,熊莉娜,88889,19860411,四川,成都市,www.cdgas.com,cdgasbod@163.com;cdgasdb@cdgas.com,3208
603721.SH,SSE,曾雄,傅冠军,周智,13000,20070413,湖南,长沙市,www.tvzone.cn,tvzone@tvzone.cn,483
688215.SH,SSE,袁峰,袁峰,吕蒙,4004,20091209,浙江,宁波市,www.sunrise.com.cn,lvmeng@sunrise.com.cn,429
603887.SH,SSE,谢晓东,谢晓东,陈伟民,37558.0271,19970426,上海,上海市,www.shcd.cc,shchengdi@163.com,963
603081.SH,SSE,丰华,丰华,谢文杰,40181.2737,20020308,浙江,宁波市,www.chinadafeng.com,stock@chinadafeng.com,2104
603711.SH,SSE,蒋建琪,蒋建琪,邹勇坚,41817.11,20050812,浙江,湖州市,www.chinaxpp.com,ir@chinaxpp.com,4465
603088.SH,SSE,郑良才,李永坚,刘明君,21952,20020815,浙江,宁波市,www.nbjingda.com,jdm@nbjingda.com;dm@nbjingda.com,646
603302.SH,SSE,黄尚渭,蔡水源,卢海兰,36030.24,20040305,山东,烟台市,www.xinguanglvhuan.com,info@lvhuanchina.com,820
600977.SH,SSE,焦宏奋,傅若清,任月,186700,20101209,北京,北京市,www.zgdygf.com,ir@chinafilm.com,4285
688126.SH,SSE,俞跃辉,Chiu Tzu-Yin(邱慈云),李炜,248026,20151209,上海,上海市,www.nsig.com,PR@sh-nsig.com,1375
603050.SH,SSE,张成锁,屈国旺,宋建玲,16221.01,20000212,河北,石家庄市,www.kechina.com,ke1911@kldcop.com,1671
603332.SH,SSE,席文杰,席文杰,何小林,11893.8,20030611,江苏,苏州市,www.jslongjie.com,longjie8@163.com;longjie@suzhoulongjie.com,1287
603032.SH,SSE,宋国强,宋国强,陈翔,16000.8,20030528,新疆,乌鲁木齐市,www.xjdxjy.com,zqb@xjdxjy.com;603032@xjdxjy.com,755
688379.SH,SSE,金李梅,金李梅,胡岭,8800,19971119,浙江,杭州市,www.cn-huaguang.com,bdo@cn-huaguang.com;huling@cn-huaguang.com,462
603015.SH,SSE,熊钰麟,俞田龙,郑琴,40421.9,20010905,浙江,宁波市,www.techmation.com.cn,info@techmation.com.cn,759
688579.SH,SSE,李庆忠,郑永清,赵永光,40001,19921119,山东,济南市,www.dareway.com.cn,ir@dareway.com.cn,1359
603708.SH,SSE,王培桓,王培桓,周承生,60840,19810616,山东,威海市,www.jiajiayue.com.cn,jiajiayue@jiajiayue.com.cn;jjycszhou@jiajiayue.com.cn,22818
603843.SH,SSE,张海明,张海明,马富昕,56000.42,19960318,青海,西宁市,www.zhengpingjituan.com,zplqzqb@126.com,1665
603729.SH,SSE,余亦坤,余亦坤,周衍伟,9333.8,20030610,上海,上海市,www.obm.com.cn,longyuntzz@obm.com.cn,209
603027.SH,SSE,伍超群,伍超群,吕科霖,66567.5318,19960131,四川,眉山市,www.qianhefood.com,irm@qianhefood.com,2047
603871.SH,SSE,韩景华,孟联,聂慧峰,21952,20050622,北京,北京市,www.jyinternational.com.cn,jy_board@jyinternational.com.cn;niehuifeng@jyinternational.com.cn,465
603833.SH,SSE,姚良松,姚良松,杨耀兴,59635.8513,19940701,广东,广州市,www.oppein.com,oppeinIR@oppein.com,21660
601827.SH,SSE,雷钦平,王小军,阳正文,167826.8,20091204,重庆,重庆市,www.cseg.cn,zqb@cseg.cn,2395
601113.SH,SSE,丁军民,丁晨轩,张益惠,114148.1073,20020923,浙江,金华市,www.hdnylon.com,zq@hdnylon.com,4769
603326.SH,SSE,NINA YANTI MIAO,汪春俊,NINA YANTI MIAO,31663.8,20060619,江苏,南京市,www.olo-home.com,olozq@olo-home.com,1730
603043.SH,SSE,徐伟兵,赵利平,陈扬,40399.6184,19920511,广东,广州市,www.gzr.com.cn,gzjj603043@gzr.com.cn;cheny@gzr.com.cn;xul@gzr.com.cn,5185
688169.SH,SSE,昌敬,昌敬,孙佳,6666.6667,20140704,北京,北京市,www.roborock.com,ir@roborock.com,536
688488.SH,SSE,傅和亮,傅和亮,王广蓉,42000,20091215,江苏,扬州市,www.aidea.com.cn,ad@aidea.com.cn,341
688536.SH,SSE,周之栩,周之栩,李淑环,8000,20120423,江苏,苏州市,www.3peakic.com.cn,3peak@3peakic.com.cn,156
688001.SH,SSE,陈文源,陈文源,蒋瑞翔,42908.6418,20050615,江苏,苏州市,www.hyc.cn,dongmiban@hyc.cn,1116
603000.SH,SSE,叶蓁蓁,叶蓁蓁,李奇,110569.1056,20050206,北京,北京市,www.people.cn,ir@people.cn,3265
605058.SH,SSE,陈定红,陈定红,耿丽娅,14292.395,20050622,江苏,常州市,www.czaohong.com,aohdz@czaohong.com,938
688561.SH,SSE,齐向东,吴云坤,马勒思,67961.6,20140616,北京,北京市,www.qianxin.com,ir@qianxin.com,6895
603922.SH,SSE,洪建沧,洪建沧,邹一飞,12800,20030923,江苏,苏州市,www.jinhs.com,gl3602@jinhs.com,1031
600909.SH,SSE,章宏韬,杨爱民,汲杨,362103.8832,20010108,安徽,合肥市,www.hazq.com,bgs@hazq.com;yuqi@hazq.com;jiyang@hazq.com,2825
601881.SH,SSE,陈共炎,陈亮,吴承明,1013725.876,20070126,北京,北京市,www.chinastock.com.cn,zgyh@chinastock.com.cn;yhgf@chinastock.com.cn;wuchengming@chinastock.com.cn,11127
603655.SH,SSE,戚建国,戚淦超,张国忠,10600,20050205,江苏,常州市,www.jmp-seal.com,zgz@jmp-seal.com;lbkj@jmp-seal.com,476
603339.SH,SSE,黄杰,黄杰,饶伟,30944.1175,19900519,江苏,南通市,www.sqteg.com,zqb@ntsquare.com,1406
603596.SH,SSE,袁永彬,袁永彬,陈忠喜,40856.1,20040625,安徽,芜湖市,www.btl-auto.com,investor@btl-auto.com,2278
603888.SH,SSE,田舒斌,田舒斌,杨庆兵,51902.936,20000704,北京,北京市,www.xinhuanet.com，www.news.cn,xxpl@xinhuanet.com,1910
601111.SH,SSE,蔡剑江,宋志勇,周峰,1452481.519,20060327,北京,北京市,www.airchina.com.cn,ir@airchina.com;zhoufeng@airchina.com;yangzheng@airchina.com,46856
603155.SH,SSE,初亚军,初亚军,桑修申,15556,20091113,江苏,宿迁市,www.newasiaman.com,IR@newasiaman.com,355
688017.SH,SSE,左昱昱,左晶,张雨文,12041.67,20110113,江苏,苏州市,www.leaderdrive.com,info@leaderdrive.com,554
603133.SH,SSE,徐世中,徐世中,冯宁,21032.35,20100813,江苏,常州市,www.tanyuantech.com,ir@tanyuantech.com,1142
688199.SH,SSE,赵国锋,解敏雨,郝蕾,11122.68,19981030,天津,天津市,www.jiuri.cc,jiuri@jiurichem.com,998
603990.SH,SSE,翁康,翁康,胡绍安,14560,20090814,江苏,苏州市,www.medicalsystem.com.cn,suzhoumedi001@medicalsystem.cn;shaoan.h@medicalsystem.cn,596
601600.SH,SSE,敖宏,朱润洲,王军,1702267.295,20010910,北京,北京市,www.chalco.com.cn,IR@chalco.com.cn,65507
603283.SH,SSE,孙丰,曾慧,刘言维,17605.8917,20070619,江苏,苏州市,www.secote.com,zqb@secote.com,1971
603379.SH,SSE,胡淇翔,胡淇翔,林卫,61047.9037,20010511,浙江,金华市,www.sanmeichem.com,zq@sanmeichem.com,1804
603008.SH,SSE,陈阿裕,杨刚,张毅,38741.7787,19961106,浙江,绍兴市,www.sleemon.cn,xilinmen@chinabed.com,8269
603212.SH,SSE,吴小平,吴小平,陈小英,40001,20081104,江苏,苏州市,www.cybrid.com.cn,sz-cybrid@cybrid.net.cn,612
688358.SH,SSE,莫善珏,莫若理,周峰,8000,19960130,江苏,无锡市,www.chison.com,info@chison.com.cn,606
688030.SH,SSE,罗东平,罗东平,尚喜鹤,18022.3454,20110720,江苏,苏州市,www.hillstonenet.com.cn,ir@hillstonenet.com,1085
603696.SH,SSE,林肖芳,林润泽,周倩,23520,19950928,福建,泉州市,www.anjifood.com,ankee@anjifood.com;xwy@anjifood.com;Nicole@anjifood.com,356
603978.SH,SSE,陈学敏,陈学敏,周志,16000,19920723,广东,深圳市,www.stalloys.com,stalloys@163.com;zhouzhi@stalloys.com;ir@stalloys.com,598
603377.SH,SSE,徐雄,闫文辉,黄怡,58800,20050812,北京,北京市,www.dfss.com.cn,dfss@dfss.com.cn.dfsscn@126.com,4354
601990.SH,SSE,李剑锋,夏宏建,徐晓云,329882.3404,19901123,江苏,南京市,www.njzq.com.cn,office@njzq.com.cn;lfren@njzq.com.cn;xxy@njzq.com.cn,1868
600918.SH,SSE,李玮,毕玉国,张晖,696862.5756,20010515,山东,济南市,www.zts.com.cn,ztsdb@zts.com.cn,7449
601162.SH,SSE,余磊,王琳晶,诸培宁,666596.728,20000329,湖北,武汉市,www.tfzq.com,dongban@tfzq.com,3242
688093.SH,SSE,顾正青,顾正青,高君,17200,20100414,江苏,苏州市,www.szshihua.com.cn,zhengquan@szshihua.com.cn,257
603183.SH,SSE,吴小翔,吴小翔,钱晴芳,29828.0075,19900328,江苏,苏州市,www.szjkjt.com,zqb@szjkjt.com,1382
605222.SH,SSE,周桂华,周供华,陈永达,40058,19940711,上海,上海市,www.qifancable.com,qifancable@188.com,2224
603628.SH,SSE,HONG DANIEL,HONG DANIEL,王梦瑶,27380,20070831,福建,厦门市,www.clenergy.com.cn,ir@clenergy.com.cn,533
601998.SH,SSE,李庆萍,方合英,张青,4893483.399,19870420,北京,北京市,www.citicbank.com,ir_cncb@citicbank.com;ir@citicbank.com,56881
601229.SH,SSE,金煜,朱健,李晓红,1420652.87,19960130,上海,上海市,www.bosc.cn,ir@bankofshanghai.com;ir@bosc.cn;webmaster@bosc.cn,12699
601009.SH,SSE,胡升荣,林静然,江志纯,1000701.697,19960206,江苏,南京市,www.njcb.com.cn,boardoffice@njcb.com.cn;qim@njcb.com.cn,11537
605123.SH,SSE,是玉丰,是玉丰,刘波,10800,20060629,江苏,无锡市,www.wuxipaike.com,xz@wuxipaike.com,405
603380.SH,SSE,钱新栋,顾华林,蒋艳,16000,20010531,江苏,苏州市,www.etron.cn,SD@etron.cn,1193
688013.SH,SSE,陈望宇,陈望东,张晓宇,8000,20030818,江苏,苏州市,www.touchstonesurgical.com,tsbs@touchstone.hk,168
688116.SH,SSE,郑涛,郑涛,蔡永略,23185.8116,20110106,江苏,镇江市,www.cnanotechnology.com,stock@cnanotechnology.com,207
605108.SH,SSE,沈基水,王寿凤,范仪琴,20000,20050131,安徽,合肥市,www.tongqinglou.cn,TQL2009@sohu.com,5016
601928.SH,SSE,梁勇,佘江涛,徐云祥,254490,19850205,江苏,南京市,www.ppm.cn,zhengquan@ppm.cn;xuyx@ppm.cn;zhuhao@ppm.cn,7039
601169.SH,SSE,张东宁,杨书剑,刘彦雷,2114298.427,19960129,北京,北京市,www.bankofbeijing.com.cn,snow@bankofbeijing.com.cn,14840
603093.SH,SSE,罗旭峰,李北新,钟益强,58000,19960528,浙江,杭州市,www.nanhua.net,nanhua-ir@nawaa.com,997
688065.SH,SSE,刘修才,刘修才,臧慧卿,41668.1976,20001124,上海,上海市,www.cathaybiotech.com,cathaybiotech_info@cathaybiotech.com,1313
603839.SH,SSE,郑安政,郑安政,郑安政,40010.222,20080605,浙江,嘉兴市,www.anzhenggroup.com,info@anzhenggroup.com,3898
688398.SH,SSE,汪坤明,严浪基,张必辉,8000,20071023,福建,龙岩市,www.supertech-vip.com,zqb@supertech-vip.com,819
601878.SH,SSE,吴承根,王青山,张晖,361404.4514,20020509,浙江,杭州市,www.stocke.com.cn,zszq@stocke.com.cn,2753
603797.SH,SSE,黄建勲,张荣,林锦顺,44977.2187,20060414,广东,汕头市,www.lt-hbgf.com,ltep@lt-hbgf.com,542
603779.SH,SSE,孙砚田,孙砚田,刘玉磊,33274.9154,20071217,山东,烟台市,www.weilong.com,wljiang@weilong.com,1042
601058.SH,SSE,袁仲雪,袁仲雪,宋军,269948.0678,20021118,山东,青岛市,www.sailungroup.com,ziben@sailuntire.com,11334
601696.SH,SSE,宁敏,宁敏,翟增军,277800,20020228,上海,上海市,www.bocichina.com,webmaster@bocichina.com;zengjun.zhai@bocichina.com,2705
603308.SH,SSE,杜应流,杜应流,杜超,48796.2086,20060425,安徽,合肥市,www.yingliugroup.com,ylgf@yingliugroup.cn,4474
601236.SH,SSE,李素明,李素明,杨洁,363340.5396,20020131,云南,昆明市,www.hongtastock.com,zhaokai@hongtastock.com;investor@hongtastock.com;yangjie@hongtastock.com,1259
603968.SH,SSE,庆九,丁彩峰,俞新南,20448,19590601,江苏,南通市,www.ntacf.com,aac@ntacf.com,728
601900.SH,SSE,谭君铁,叶河,雷鹤,89587.6566,20091228,广东,广州市,www.nfcb.com.cn,ir@nfcb.com.cn,5639
688128.SH,SSE,章晓斌,陈立新,韩保进,40450,20020906,广东,广州市,www.cei1958.com,ir@cei1958.com,2327
688299.SH,SSE,金亚东,金亚东,李辰,28256.8577,20101116,浙江,宁波市,www.solartrontech.com,ir@solartrontech.com,515
601186.SH,SSE,汪建平,庄尚标,赵登善,1357954.15,20071105,北京,北京市,www.crcc.cn,ir@crcc.cn,293884
688101.SH,SSE,蓝伟光,方富林,戴晓星,33388,20050426,陕西,延安市,www.suntar.com,ir@suntar.com,1005
688009.SH,SSE,周志亮,徐宗祥,邱巍,1058981.9,20101229,北京,北京市,www.crsc.cn,ir@crsc.cn,20175
603118.SH,SSE,汪大维,唐佛南,贺依朦,77573.3332,19981124,广东,深圳市,www.twsz.com,investor@twsz.com;heyimeng@twsz.com;liyan@twsz.com,7764
