ts_code,name,management,custodian,fund_type,found_date,due_date,list_date,issue_date,delist_date,issue_amount,m_fee,c_fee,duration_year,p_value,min_amount,exp_return,benchmark,status,invest_type,type,market
006068.OF,中加颐信纯债A,中加基金,浙商银行,债券型,20180614,,,20180611,,3.7,0.3,0.1,,1,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
006069.OF,中加颐信纯债C,中加基金,浙商银行,债券型,20180614,,,20180611,,0,0.3,0.1,,1,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
005458.OF,中邮安泰双核,中邮基金,中国农业银行,混合型,20180614,20190422,,20180514,,2.5063,1.2,0.25,,1,0.001,,中债总全价指数收益率*70%+沪深300指数收益率*30%,D,混合型,契约型开放式,O
005873.OF,建信创业板ETF联接A,建信基金,中国银河,股票型,20180613,,,20180528,,0.29,0.5,0.1,,1,0.001,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005993.OF,光大超短债C,光大保德信基金,招商银行,债券型,20180613,,,20180601,,15.2656,0.3,0.1,,1,0.0001,,中债综合财富(1年以下)指数收益率,L,债券型,契约型开放式,O
005790.OF,银河景行3个月定开,银河基金,兴业银行,债券型,20180613,,,20180608,,30.1,0.3,0.1,,1,,,中债综合全价指数收益率,L,债券型,契约型开放式,O
005823.OF,泰康颐享A,泰康资产,中国农业银行,混合型,20180613,,,20180514,,1.4075,1,0.2,,1,0.01,,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,O
005845.OF,长城久荣纯债定开,长城基金,交通银行,债券型,20180613,,,20180611,,10.1,0.3,0.1,,1,,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,O
005903.OF,泰达宏利绩优增长,泰达宏利基金,中国银行,混合型,20180613,,,20180514,,2.2131,1.5,0.25,,1,0.0001,,中证全指指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,O
005689.OF,中银医疗保健A,中银基金,招商银行,混合型,20180613,,,20180507,,5.7446,1.5,0.25,,1,0.1,,中证医药卫生指数收益率*65%+中债综合指数收益率*35%,L,灵活配置型,契约型开放式,O
006087.OF,华泰柏瑞中证500ETF联接C,华泰柏瑞基金,中国银行,股票型,20180613,,,,,,0.15,0.05,,1,,,中证500指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005992.OF,光大超短债A,光大保德信基金,招商银行,债券型,20180613,,,20180601,,9.1977,0.3,0.1,,1,0.0001,,中债综合财富(1年以下)指数收益率,L,债券型,契约型开放式,O
005278.OF,中欧优势行业,中欧基金,中国工商银行,混合型,20180613,20181114,,20180321,,2.0883,1.5,0.25,,1,0.001,,沪深300指数收益率*60%+中债综合指数收益率*40%,D,灵活配置型,契约型开放式,O
005825.OF,申万菱信智能驱动,申万菱信基金,中国农业银行,股票型,20180613,,,20180510,,2.946,1.5,0.25,,1,0.001,,中证800指数收益率*85%+中证综合债指数收益率*15%,L,股票型,契约型开放式,O
005874.OF,建信创业板ETF联接C,建信基金,中国银河,股票型,20180613,,,20180528,,0.2407,0.5,0.1,,1,0.001,,创业板指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005824.OF,泰康颐享C,泰康资产,中国农业银行,混合型,20180613,,,20180514,,0.944,1,0.2,,1,500,,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,O
006062.OF,鹏华兴康C,鹏华基金,兴业银行,混合型,20180612,20180813,,,,,0.6,0.1,,1,,,中证全债指数收益率*60%+沪深300指数收益率*40%,D,灵活配置型,契约型开放式,O
005525.OF,工银瑞信瑞祥定开,工银瑞信基金,兴业银行,债券型,20180611,,,20180604,,30.1,0.3,0.1,,1,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,O
006065.OF,景顺长城景泰稳利C,景顺长城基金,中国邮政储蓄银行,债券型,20180611,,,,,,0.3,0.1,,1,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
005436.OF,圆信永丰兴瑞6个月,圆信永丰基金,兴业银行,债券型,20180611,,,20180521,,10.1,0.3,0.1,,1,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
005738.OF,长城智能产业,长城基金,中国建设银行,混合型,20180608,,,20180515,,11.6046,1.5,0.25,,1,0.1,,中证800指数收益率*50%+中债综合财富指数收益率*50%,L,灵活配置型,契约型开放式,O
005490.OF,中金衡优C,中金基金,中国银行,混合型,20180608,,,20180418,,1.2415,0.8,0.25,,1,0.001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,O
005489.OF,中金衡优A,中金基金,中国银行,混合型,20180608,,,20180418,,1.0104,0.8,0.25,,1,0.001,,中债综合财富(总值)指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,O
005788.OF,南方MSCI中国A股ETF联接A,南方基金,中国银行,股票型,20180608,,,20180509,,3.801,0.5,0.1,,1,0.0001,,MSCI中国A股国际通指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005879.OF,中加颐兴定期开放,中加基金,兴业银行,债券型,20180608,,,20180604,,20.1,0.3,0.1,,1,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
005789.OF,南方MSCI中国A股ETF联接C,南方基金,中国银行,股票型,20180608,,,20180509,,3.3595,0.5,0.1,,1,0.0001,,MSCI中国A股国际通指数收益率*95%+银行人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005670.OF,嘉实致兴定开纯债,嘉实基金,兴业银行,债券型,20180608,,,20180604,,20.1009,0.3,0.1,,1,,,中债总全价指数收益率,L,债券型,契约型开放式,O
005701.OF,上投摩根香港精选港股通,上投摩根基金,中国工商银行,混合型,20180608,,,20180510,,2.3452,1.5,0.25,,1,0.01,,中证港股通综合指数收益率*70%+中债总指数收益率*30%,L,混合型,契约型开放式,O
006057.OF,鹏华丰和C,鹏华基金,招商银行,债券型,20180607,,,,,,0.8,0.2,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
005799.OF,创金合信春来回报一年定开A,创金合信基金,招商银行,混合型,20180607,20200916,,20180518,,1.748,0.6,0.2,,1,0.001,,中证短债指数收益率*80%+沪深300指数收益率*20%,D,混合型,契约型开放式,O
005905.OF,华泰保兴成长优选C,华泰保兴基金,中国银行,混合型,20180607,,,20180507,,0.783,1.5,0.25,,1,10,,沪深300指数收益率*70%+中债总指数(全价)收益率*30%,L,混合型,契约型开放式,O
005904.OF,华泰保兴成长优选A,华泰保兴基金,中国银行,混合型,20180607,,,20180507,,1.5748,1.5,0.25,,1,10,,沪深300指数收益率*70%+中债总指数(全价)收益率*30%,L,混合型,契约型开放式,O
005844.OF,东方人工智能主题,东方基金,中国农业银行,混合型,20180607,,,20180504,,2.748,1.5,0.25,,1,0.0001,,中证人工智能主题指数收益率*80%+银行活期存款利率(税后)*20%,L,混合型,契约型开放式,O
005800.OF,创金合信春来回报一年定开C,创金合信基金,招商银行,混合型,20180607,20200916,,20180518,,0.0005,0.6,0.2,,1,0.001,,中证短债指数收益率*80%+沪深300指数收益率*20%,D,混合型,契约型开放式,O
005584.OF,银河量化成长,银河基金,中国银行,混合型,20180607,20181226,,20180507,,2.0739,1.5,0.25,,1,0.001,,中证800指数收益率*55%+中证综合债券指数收益率*25%+恒生指数收益率(使用估值汇率折算)*20%,D,混合型,契约型开放式,O
006010.OF,国融融银C,国融基金,中国银河,混合型,20180607,,,20180528,,1.8773,1.2,0.2,,1,0.0001,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,O
006009.OF,国融融银A,国融基金,中国银河,混合型,20180607,,,20180528,,0.6547,1.2,0.2,,1,0.0001,,上证国债指数收益率*70%+沪深300指数收益率*30%,L,灵活配置型,契约型开放式,O
005772.OF,工银瑞信瑞景定开,工银瑞信基金,交通银行,债券型,20180607,,,20180605,,29.1,0.3,0.1,,1,,,中债综合财富(总值)指数收益率,L,债券型,契约型开放式,O
006075.OF,博时标普500ETF联接C,博时基金,中国工商银行,股票型,20180607,,,,,,0.6,0.25,,1,,,经人民币汇率调整的标的指数(标普500净总收益指数)收益率*95%+人民币活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005864.OF,国投瑞银顺达,国投瑞银基金,中国邮政储蓄银行,债券型,20180607,,,20180604,,4.4067,0.3,0.1,,1,0.001,,中债综合指数收益率,L,债券型,契约型开放式,O
005592.OF,长安裕腾C,长安基金,中国农业银行,混合型,20180606,,,20180312,,2.2549,1.2,0.1,,1,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,O
005345.OF,长安泓润纯债A,长安基金,交通银行,债券型,20180606,,,20180427,,1.6009,0.3,0.1,,1,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,O
005338.OF,兴业3个月定开,兴业基金,浦发银行/上海浦东发展银行,债券型,20180606,,,20180427,,20.1,0.3,0.1,,1,,,中国债券综合全价指数收益率,L,债券型,契约型开放式,O
004893.OF,华润元大润泽A,华润元大基金,兴业银行,债券型,20180606,,,20180522,,0.4041,0.3,0.1,,1,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
004894.OF,华润元大润泽C,华润元大基金,兴业银行,债券型,20180606,,,20180522,,1.638,0.3,0.1,,1,0.001,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
005588.OF,长安裕腾A,长安基金,中国农业银行,混合型,20180606,,,20180312,,0.1669,1.2,0.1,,1,0.001,,沪深300指数收益率*50%+中债综合全价指数收益率*30%+恒生综合指数收益率*20%,L,灵活配置型,契约型开放式,O
005346.OF,长安泓润纯债C,长安基金,交通银行,债券型,20180606,,,20180427,,0.8009,0.3,0.1,,1,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,O
005967.OF,鹏华创新驱动,鹏华基金,招商银行,混合型,20180606,,,20180514,,18.8043,1.5,0.25,,1,0.001,,中证沪港深互联互通综合指数收益率*80%+中证综合债指数收益率*20%,L,混合型,契约型开放式,O
519059.OF,海富通可转债优选,海富通基金,中国银行,债券型,20180605,,,20180605,,0.0786,0.7,0.2,,1,,,中证可转换债券指数收益率*75%+中债综合全价(总值)指数收益率*20%+沪深300指数收益率*5%,L,债券型,契约型开放式,O
005750.OF,平安双债添益A,平安基金,中国工商银行,债券型,20180604,,,20180425,,1.4698,0.8,0.2,,1,0.01,,中证可转换债券指数收益率*50%+中证综合债券指数收益率*50%,L,债券型,契约型开放式,O
005751.OF,平安双债添益C,平安基金,中国工商银行,债券型,20180604,,,20180425,,1.0532,0.8,0.2,,1,0.01,,中证可转换债券指数收益率*50%+中证综合债券指数收益率*50%,L,债券型,契约型开放式,O
006016.OF,平安惠安纯债,平安基金,中国光大银行,债券型,20180604,,,20180528,,2.0501,0.3,0.1,,1,0.001,,中债综合指数(总财富)收益率*90%+1年期定期存款利率(税后)*10%,L,债券型,契约型开放式,O
006040.OF,安信永瑞定开,安信基金,中国银行,债券型,20180601,,,20180528,,5.1,0.3,0.1,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
005950.OF,鑫元行业轮动C,鑫元基金,浦发银行/上海浦东发展银行,混合型,20180531,,,20180521,,,0.9,0.1,,1,0.001,,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,L,灵活配置型,契约型开放式,O
005949.OF,鑫元行业轮动A,鑫元基金,浦发银行/上海浦东发展银行,混合型,20180531,,,20180521,,0.3901,0.9,0.1,,1,0.001,,中证综合债券指数收益率*40%+沪深300指数收益率*30%+恒生指数收益率*30%,L,灵活配置型,契约型开放式,O
005711.OF,永赢惠添利,永赢基金,交通银行,混合型,20180531,,,20180502,,5.5746,1.5,0.25,,1,0.001,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,O
006012.OF,中信保诚稳鸿C,中信保诚基金,中国光大银行,债券型,20180531,,,20180525,,1.8002,0.3,0.1,,1,0.001,,中证综合债指数收益率,L,债券型,契约型开放式,O
006041.OF,鹏华兴盛C,鹏华基金,浦发银行/上海浦东发展银行,混合型,20180531,20181017,,,,,0.6,0.1,,1,,,沪深300指数收益率*50%+中证全债指数收益率*50%,D,灵活配置型,契约型开放式,O
005777.OF,广发科技动力,广发基金,中国工商银行,股票型,20180531,,,20180514,,25.6586,1.5,0.25,,1,0.001,,中证800指数收益率*60%+人民币计价的恒生综合指数收益率*20%+中证全债指数收益率*20%,L,股票型,契约型开放式,O
006011.OF,中信保诚稳鸿A,中信保诚基金,中国光大银行,债券型,20180531,,,20180525,,0.6,0.3,0.1,,1,0.001,,中证综合债指数收益率,L,债券型,契约型开放式,O
005523.OF,泰康颐年A,泰康资产,招商银行,混合型,20180530,,,20180413,,1.7415,1,0.2,,1,0.01,,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,O
005707.OF,富国港股通量化精选,富国基金,中国工商银行,股票型,20180530,,,20180425,,2.2232,1.5,0.25,,1,0.01,,恒生综合指数收益率*95%+同期银行活期存款利率(税后)*5%,L,普通股票型,契约型开放式,O
005814.OF,华安CES港股通精选100ETF联接C,华安基金,中国农业银行,股票型,20180530,,,20180423,,0.9634,0.6,0.1,,1,0.0001,,中华交易服务港股通精选100指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005813.OF,华安CES港股通精选100ETF联接A,华安基金,中国农业银行,股票型,20180530,,,20180423,,1.7907,0.6,0.1,,1,0.0001,,中华交易服务港股通精选100指数收益率(经汇率调整)*95%+商业银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005741.OF,南方君信A,南方基金,中信银行,混合型,20180530,,,20180427,,3.3777,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,灵活配置型,契约型开放式,O
005524.OF,泰康颐年C,泰康资产,招商银行,混合型,20180530,,,20180413,,0.66,1,0.2,,1,0.01,,中债新综合财富(总值)指数收益率*75%+沪深300指数收益率*20%+金融机构人民币活期存款利率(税后)*5%,L,混合型,契约型开放式,O
005534.OF,华夏新时代,华夏基金,中国工商银行,混合型,20180530,,,20180507,,4.714,1.8,0.3,,1,0.001,,上证国债指数收益率*40%+富时中国(不含B股)全盘指数收益率*30%+富时中国A股全股指数收益率*30%,L,灵活配置型,契约型开放式,O
005434.OF,鹏华睿投,鹏华基金,招商银行,混合型,20180530,,,20180228,,2.1401,1.5,0.2,,1,0.001,,沪深300指数收益率*60%+中证全债指数收益率*40%,L,灵活配置型,契约型开放式,O
006047.OF,长信稳健纯债E,长信基金,中信建投,债券型,20180530,,,,,,0.3,0.1,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
005611.OF,中银证券汇享定期开放,中银证券,平安银行,债券型,20180529,,,20180522,,2.1001,0.3,0.1,,1,,,中债综合全价指数收益率,L,债券型,契约型开放式,O
005686.OF,财通资管瑞享12个月,财通证券资管,中国工商银行,混合型,20180529,,,20180426,,4.7608,1,0.25,,1,0.1,,中债综合指数收益率*90%+沪深300指数收益率*10%,L,混合型,契约型开放式,O
005264.OF,国都多策略,国都证券,兴业银行,混合型,20180525,,,20180226,,2.8906,1.5,0.15,,1,0.001,,沪深300指数收益率*60%+中国债券总指数收益率*40%,L,混合型,契约型开放式,O
005821.OF,万家新机遇龙头企业,万家基金,中国建设银行,混合型,20180525,,,20180426,,4.6432,1.5,0.25,,1,0.001,,中证全债指数收益率*40%+沪深300指数收益率*35%+恒生指数收益率*25%,L,灵活配置型,契约型开放式,O
005815.OF,农银汇理睿选,农银汇理基金,渤海银行,混合型,20180525,,,20180502,,3.7662,1.5,0.25,,1,0.001,,中证800指数收益率*65%+中证全债指数收益率*35%,L,灵活配置型,契约型开放式,O
005529.OF,银华华茂,银华基金,北京银行,债券型,20180525,,,20180409,,3.0034,0.4,0.1,,1,0.001,,中债综合指数(全价)收益率,L,债券型,契约型开放式,O
005780.OF,鑫元增利定开,鑫元基金,交通银行,债券型,20180525,,,20180521,,2.1001,0.3,0.1,,1,,,中证全债指数收益率,L,债券型,契约型开放式,O
005973.OF,交银裕如纯债C,交银施罗德基金,浙商银行,债券型,20180525,,,20180522,,,0.3,0.1,,1,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,O
005972.OF,交银裕如纯债A,交银施罗德基金,浙商银行,债券型,20180525,,,20180522,,2.1002,0.3,0.1,,1,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,O
005870.OF,鹏华沪深300指数增强,鹏华基金,招商银行,股票型,20180525,,,20180525,,0.0751,1,0.15,,1,,,"沪深300指数收益率*95%+1.5%(指年收益率,评价时按期间折算)",L,增强指数型,契约型开放式,O
005577.OF,交银丰晟收益A,交银施罗德基金,招商银行,债券型,20180523,,,20180502,,3.3081,0.3,0.1,,1,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,O
005578.OF,交银丰晟收益C,交银施罗德基金,招商银行,债券型,20180523,,,20180502,,0.0078,0.3,0.1,,1,0.001,,中债综合全价指数收益率,L,债券型,契约型开放式,O
005519.OF,银华混改红利,银华基金,中国建设银行,混合型,20180522,,,20180419,,2.1844,1.5,0.25,,1,0.001,,沪深300指数收益率*50%+中证全债指数收益率*50%,L,灵活配置型,契约型开放式,O
005679.OF,财通资管鑫盛6个月,财通证券资管,兴业银行,混合型,20180522,,,20180420,,2.5158,1,0.15,,1,0.1,,中债综合指数收益率*70%+沪深300指数收益率*30%,L,混合型,契约型开放式,O
005975.OF,东方红配置精选C,东证资管,招商银行,混合型,20180521,,,20180515,,2.5875,0.6,0.15,,1,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,O
005974.OF,东方红配置精选A,东证资管,招商银行,混合型,20180521,,,20180515,,61.388,0.6,0.15,,1,0.1,,中债综合指数收益率*80%+沪深300指数收益率*20%,L,混合型,契约型开放式,O
005793.OF,华富可转债,华富基金,中国建设银行,债券型,20180521,,,20180419,,2.9316,1,0.2,,1,0.1,,中证可转换债券指数收益率*60%+上证国债指数收益率*30%+沪深300指数收益率*10%,L,债券型,契约型开放式,O
005674.OF,诺德消费升级,诺德基金,中国工商银行,混合型,20180518,,,20180323,,2.2861,1.5,0.25,,1,0.001,,申银万国消费品指数收益率*50%+中证综合债券指数收益率*50%,L,灵活配置型,契约型开放式,O
005724.OF,交银致远量化智投策略,交银施罗德基金,中信银行,混合型,20180518,20200602,,20180326,,2.2875,1.2,0.2,,1,0.001,,上证国债指数收益率*75%+沪深300指数收益率*25%,D,混合型,契约型开放式,O
006015.OF,华安信用四季红C,华安基金,中国工商银行,债券型,20180517,,,,,,0.4,0.1,,1,,,中债企业债总指数收益率*65%+中债国债总指数收益率*35%,L,债券型,契约型开放式,O
005819.OF,国泰优势行业,国泰基金,中国建设银行,混合型,20180517,,,20180507,,15.3177,1.5,0.25,,1,0.001,,沪深300指数收益率*80%+中债综合指数收益率*20%,L,混合型,契约型开放式,O
005448.OF,诺安联创顺鑫A,诺安基金,江苏银行,债券型,20180517,,,20180425,,2,0.3,0.1,,1,0.1,,中债总财富(1-3年)指数收益率,L,债券型,契约型开放式,O
005480.OF,诺安联创顺鑫C,诺安基金,江苏银行,债券型,20180517,,,20180425,,0.0006,0.3,0.1,,1,0.01,,中债总财富(1-3年)指数收益率,L,债券型,契约型开放式,O
005969.OF,创金合信工业周期精选C,创金合信基金,中国工商银行,股票型,20180517,,,20180514,,0.05,1.5,0.25,,1,0.001,,中证工业指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,O
005968.OF,创金合信工业周期精选A,创金合信基金,中国工商银行,股票型,20180517,,,20180514,,0.05,1.5,0.25,,1,0.001,,中证工业指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,O
005666.OF,上银慧佳盈,上银基金,中国光大银行,债券型,20180517,,,20180514,,2.0006,0.2,0.05,,1,0.001,,中国债券综合指数收益率,L,债券型,契约型开放式,O
005830.OF,建信MSCI中国A股ETF联接C,建信基金,中金公司,股票型,20180516,,,20180416,,0.144,0.5,0.1,,1,0.001,,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005829.OF,建信MSCI中国A股ETF联接A,建信基金,中金公司,股票型,20180516,,,20180416,,0.8465,0.5,0.1,,1,0.001,,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005809.OF,前海开源裕源,前海开源基金,中国工商银行,混合型,20180516,,,20180416,,2.9925,1.2,0.25,,1,0.001,,中证开放式基金指数收益率*80%+中证全债指数收益率*20%,L,混合型,契约型开放式,O
005754.OF,平安短债A,平安基金,中国银行,债券型,20180516,,,20180416,,14.0003,0.3,0.1,,1,0.01,,中国人民银行公布的1年期定期存款利率(税后),L,债券型,契约型开放式,O
001980.OF,中欧量化驱动,中欧基金,中国工商银行,混合型,20180516,,,20180214,,2.4463,1.2,0.2,,1,0.001,,创业板指数收益率*95%+中债综合指数收益率*5%,L,混合型,契约型开放式,O
005755.OF,平安短债C,平安基金,中国银行,债券型,20180516,,,20180416,,0.05,0.3,0.1,,1,500,,中国人民银行公布的1年期定期存款利率(税后),L,债券型,契约型开放式,O
005756.OF,平安短债E,平安基金,中国银行,债券型,20180516,,,20180416,,1.7993,0.3,0.1,,1,,,中国人民银行公布的1年期定期存款利率(税后),L,债券型,契约型开放式,O
005832.OF,景顺长城MSCI中国A股国际通ETF联接,景顺长城基金,中国农业银行,股票型,20180516,,,20180416,,5.4808,0.5,0.1,,1,0.0001,,MSCI中国A股国际通指数收益率*95%+银行活期存款利率(税后)*5%,L,被动指数型,契约型开放式,O
005439.OF,易方达恒安,易方达基金,平安银行,债券型,20180515,,,20180514,,10.1,0.3,0.1,,1,,,中债新综合指数(全价)收益率,L,债券型,契约型开放式,O
000291.OF,鹏华普悦,鹏华基金,上海银行,债券型,20180515,20181225,,20180515,,1.734,0.4,0.1,,1,,,中债总指数收益率,D,债券型,契约型开放式,O
005964.OF,中欧安财定开,中欧基金,中国邮政储蓄银行,债券型,20180515,,,20180504,,5.1003,0.4,0.1,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
005708.OF,国联安远见成长,国联安基金,中国建设银行,混合型,20180515,,,20180412,,3.9589,1.5,0.25,,1,0.001,,沪深300指数收益率*75%+上证国债指数收益率*25%,L,混合型,契约型开放式,O
005705.OF,永赢恒益,永赢基金,中国光大银行,债券型,20180514,,,20180312,,2,0.3,0.1,,1,0.001,,中国债券综合全价指数收益率,L,债券型,契约型开放式,O
005115.OF,国泰量化价值精选A,国泰基金,招商银行,混合型,20180514,20190730,,20180209,,0.5157,1.5,0.2,,1,0.001,,沪深300指数收益率*75%+中债综合指数收益率*25%,D,混合型,契约型开放式,O
005535.OF,泰信竞争优选,泰信基金,中国工商银行,混合型,20180514,,,20180409,,2.5989,1.5,0.25,,1,0.1,,沪深300指数收益率*60%+上证国债指数收益率*40%,L,灵活配置型,契约型开放式,O
005654.OF,天弘悦享定开,天弘基金,南京银行,债券型,20180514,,,20180509,,2.1,0.3,0.1,,1,,,中债综合全价(总值)指数收益率,L,债券型,契约型开放式,O
005116.OF,国泰量化价值精选C,国泰基金,招商银行,混合型,20180514,20190730,,20180209,,1.949,1.5,0.2,,1,0.001,,沪深300指数收益率*75%+中债综合指数收益率*25%,D,混合型,契约型开放式,O
005515.OF,银华中小市值A,银华基金,交通银行,股票型,20180511,,,20180409,,0.1065,1,0.2,,1,0.001,,中证1000指数收益率*85%+商业银行活期存款利率(税后)*15%,L,股票型,契约型开放式,O
005516.OF,银华中小市值C,银华基金,交通银行,股票型,20180511,,,20180409,,0.0039,1,0.2,,1,0.001,,中证1000指数收益率*85%+商业银行活期存款利率(税后)*15%,L,股票型,契约型开放式,O
005699.OF,工银瑞信新经济人民币,工银瑞信基金,交通银行,混合型,20180510,,,20180326,,2.6643,1.6,0.27,,1,0.001,,恒生指数收益率*50%+中证海外(不含香港)内地股指数收益率*25%+人民币同期活期存款利率*25%,L,灵活配置型,契约型开放式,O
005665.OF,鹏扬景欣C,鹏扬基金,招商银行,混合型,20180510,,,20180208,,1.5751,0.8,0.2,,1,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,O
005664.OF,鹏扬景欣A,鹏扬基金,招商银行,混合型,20180510,,,20180208,,1.5665,0.8,0.2,,1,0.001,,中债综合财富(总值)指数收益率*85%+沪深300指数收益率*15%,L,混合型,契约型开放式,O
005700.OF,工银瑞信新经济美元,工银瑞信基金,交通银行,混合型,20180510,,,20180326,,0.197,1.6,0.27,,0.1574,0.0002,,恒生指数收益率*50%+中证海外(不含香港)内地股指数收益率*25%+人民币同期活期存款利率*25%,L,灵活配置型,契约型开放式,O
005810.OF,南方瑞祥A,南方基金,中国工商银行,混合型,20180510,,,20180416,,17.2975,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,灵活配置型,契约型开放式,O
005811.OF,南方瑞祥C,南方基金,中国工商银行,混合型,20180510,,,20180416,,2.2697,1.5,0.25,,1,0.0001,,沪深300指数收益率*50%+上证国债指数收益率*30%+中证港股通综合指数(人民币)收益率*20%,L,灵活配置型,契约型开放式,O
005997.OF,天弘裕利C,天弘基金,中国邮政储蓄银行,混合型,20180510,,,,,,0.6,0.15,,1,,,沪深300指数收益率*50%+中证综合债指数收益率*50%,L,灵活配置型,契约型开放式,O
005812.OF,鹏华产业精选,鹏华基金,中国工商银行,混合型,20180509,,,20180412,,13.3264,1.5,0.25,,1,0.001,,沪深300指数收益率*70%+中证综合债指数收益率*30%,L,灵活配置型,契约型开放式,O
004833.OF,先锋聚利A,先锋基金,华夏银行,混合型,20180509,,,20180326,,0.0009,1.2,0.1,,1,0.001,,沪深300指数收益率*55%+中债总指数收益率*45%,L,灵活配置型,契约型开放式,O
004834.OF,先锋聚利C,先锋基金,华夏银行,混合型,20180509,,,20180326,,2.0833,1.2,0.1,,1,0.001,,沪深300指数收益率*55%+中债总指数收益率*45%,L,灵活配置型,契约型开放式,O
005818.OF,金元顺安沣泰定开,金元顺安基金,招商银行,债券型,20180509,,,20180416,,10.1,0.3,0.1,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
005095.OF,国泰量化成长优选A,国泰基金,招商银行,混合型,20180509,,,20180207,,0.3133,1,0.2,,1,0.001,,中证500指数收益率*75%+银行活期存款利率(税后)*25%,L,混合型,契约型开放式,O
005096.OF,国泰量化成长优选C,国泰基金,招商银行,混合型,20180509,,,20180207,,1.8623,1,0.2,,1,0.001,,中证500指数收益率*75%+银行活期存款利率(税后)*25%,L,混合型,契约型开放式,O
005831.OF,鹏华尊悦3个月,鹏华基金,兴业银行,债券型,20180509,,,20180409,,10.1,0.3,0.1,,1,,,中债综合指数收益率,L,债券型,契约型开放式,O
005927.OF,创金合信新能源汽车A,创金合信基金,中国建设银行,股票型,20180508,,,20180502,,0.05,1.5,0.25,,1,0.001,,中证新能源汽车产业指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,O
005928.OF,创金合信新能源汽车C,创金合信基金,中国建设银行,股票型,20180508,,,20180502,,0.05,1.5,0.25,,1,0.001,,中证新能源汽车产业指数收益率*90%+人民币活期存款利率(税后)*10%,L,股票型,契约型开放式,O
